date,region,total_orders,revenue,gross_margin,net_profit,marketing_spend,r_and_d_spend,operational_costs,customer_satisfaction,active_customers,new_customers,repeat_customers,refunds,support_tickets,avg_resolution_hours,employee_count,avg_salary,inventory_turnover,delivery_delay_days,co2_emissions_tons,energy_consumption_mwh,governance_score,environmental_score,social_score
2011-06-07,Europe,4827,241423,0.341,98753,90307,8365,315539,3.79,54509,2446,5803,269,1690,27.3,635,6025,3.9,2.2,4035,2501,67.5,57.5,58.0
2011-06-08,North America,7172,652343,0.327,132325,89691,33134,115496,3.27,59277,3697,4275,250,1273,13.7,389,5392,6.54,0.26,5702,969,60.8,59.1,74.6
2011-06-09,Latin America,5172,510083,0.298,177609,89280,10004,263588,3.63,49989,1505,5416,312,1074,9.2,599,7343,8.67,1.93,2549,1704,81.2,64.2,82.1
2011-06-10,Asia-Pacific,6073,409154,0.337,47624,86388,27525,144541,4.19,60407,3716,3804,238,1096,7.0,436,3989,4.77,2.63,2312,2418,82.9,72.9,87.1
2011-06-11,North America,5577,282341,0.323,174780,54401,31269,161904,4.58,18584,2583,5080,149,1199,6.3,772,4439,7.58,0.32,1726,669,92.5,70.7,63.4
2011-06-12,Latin America,6323,649818,0.406,90225,26406,16420,121304,4.52,29753,1681,12589,336,1455,33.1,1196,6042,3.4,1.01,3545,2293,89.6,67.1,65.1
2011-06-13,Latin America,6965,507556,0.317,158928,43274,16942,249668,3.51,44714,1346,12886,63,1155,12.9,770,7334,7.96,0.78,3655,1780,87.2,90.5,85.5
2011-06-14,Europe,6691,417124,0.383,155500,40670,16873,346717,3.29,44700,1214,7496,72,1216,27.8,413,3013,7.36,2.99,4795,2559,84.5,58.5,68.9
2011-06-15,North America,6218,455644,0.265,108760,87492,44788,290201,4.65,38449,3698,14734,152,984,12.9,870,6878,5.14,2.96,4617,1123,75.1,60.8,89.4
2011-06-16,Latin America,2396,454816,0.294,174397,29550,16816,308436,3.33,28882,3125,12839,65,1706,27.3,733,6709,8.26,0.55,2016,479,77.1,72.4,91.4
2011-06-17,Asia-Pacific,3017,439572,0.344,97337,88369,9050,194679,3.87,33554,2403,3437,82,1223,39.4,688,4321,2.27,0.75,4884,1226,87.3,60.2,88.3
2011-06-18,Asia-Pacific,2943,566582,0.465,175021,64887,32003,398990,3.36,32801,4171,10048,106,563,4.5,1096,5840,7.5,0.26,3441,2502,65.6,61.2,53.8
2011-06-19,Europe,4302,208951,0.337,131921,15834,37538,154954,4.16,51056,2496,11355,367,853,26.8,845,7860,2.25,1.79,5358,2233,85.1,93.7,74.3
2011-06-20,Latin America,4933,641771,0.403,104998,86285,12915,332314,3.82,17188,2576,11516,89,1468,12.7,652,5023,8.05,2.12,4307,2477,81.9,74.8,92.6
2011-06-21,North America,3477,654058,0.309,179951,22551,29298,105176,3.54,17454,3475,10423,296,1716,5.1,465,3010,3.24,2.03,4079,2604,67.9,59.2,93.4
2011-06-22,Asia-Pacific,7489,248700,0.279,72908,23564,19014,385766,4.21,27659,3537,11234,280,793,5.0,535,7251,2.27,0.93,3195,2633,75.6,57.1,73.7
2011-06-23,Latin America,4552,445247,0.263,156577,30473,23983,161535,3.82,50421,1432,10144,139,744,16.1,509,7548,4.16,0.77,5331,1717,87.4,84.4,69.5
2011-06-24,Latin America,6346,666758,0.32,133288,73063,24694,359396,3.48,25483,2284,11940,22,1151,22.5,837,4791,3.25,0.36,4657,1845,64.0,70.4,58.5
2011-06-25,Europe,1957,424308,0.286,42892,60996,35290,161147,4.39,56219,2233,10330,257,1648,26.6,696,3738,6.56,1.97,4041,578,81.8,66.4,94.9
2011-06-26,Asia-Pacific,7035,220080,0.29,125299,83843,41757,366038,4.62,19362,3357,7767,14,1166,23.6,1077,7147,5.31,0.89,4863,2996,74.7,82.5,77.9
2011-06-27,Asia-Pacific,7197,310154,0.425,84634,28756,49101,166896,3.67,39069,3344,5716,41,1108,36.1,309,4670,2.91,0.45,5436,1714,68.8,82.9,53.6
2011-06-28,North America,3579,658659,0.254,155240,29065,17847,326102,3.52,38705,1166,9175,190,759,7.8,1097,3986,8.41,1.19,2018,704,91.2,69.4,89.5
2011-06-29,Asia-Pacific,7611,649313,0.378,81780,86408,20989,187399,3.33,16181,3159,6116,115,1889,33.5,635,5923,4.57,0.62,2985,1323,76.7,93.0,79.6
2011-06-30,North America,2032,254185,0.337,125728,25070,30294,401667,4.1,34173,442,12032,246,971,22.1,339,6032,3.98,1.62,6138,1254,94.6,71.0,64.9
2011-07-01,Asia-Pacific,7095,318465,0.367,107386,74578,35544,274048,4.61,41532,3456,8497,30,1546,34.7,1138,3010,6.89,0.62,5531,805,82.2,70.2,58.3
2011-07-02,Europe,6421,642010,0.379,87054,40337,17267,191112,3.63,29602,2639,13230,234,1034,18.2,702,5077,4.75,2.97,2819,2090,71.6,86.1,79.9
2011-07-03,Asia-Pacific,1813,639535,0.322,90306,17198,35552,187140,3.98,56836,3499,4807,212,1260,20.3,1008,4499,3.02,1.14,3042,913,70.5,87.6,50.4
2011-07-04,North America,5875,406119,0.318,151622,29024,20093,329591,3.47,38683,3120,8099,50,1878,18.0,588,7816,6.08,1.53,5795,1485,84.3,66.5,88.9
2011-07-05,North America,3772,259913,0.419,178463,83953,20440,109099,3.89,56024,2576,3461,352,880,5.7,1111,5866,2.21,1.87,2336,2004,72.2,82.6,78.3
2011-07-06,Europe,6886,259578,0.45,60309,42692,44481,105656,3.23,35176,1589,5833,170,1423,7.5,676,7833,6.39,2.58,2875,2508,80.2,80.6,59.6
2011-07-07,Asia-Pacific,5381,387024,0.294,107118,82014,24442,120434,4.75,19790,2308,8812,241,1015,21.7,482,5388,8.07,2.85,2547,2674,79.8,56.3,81.3
2011-07-08,Asia-Pacific,7192,617930,0.272,52010,28008,13926,196202,4.35,36275,1549,3799,145,507,22.3,892,7913,3.83,1.23,858,2710,60.5,62.8,61.8
2011-07-09,Europe,6944,570214,0.456,67956,56688,26545,313810,3.77,19958,473,9543,301,1595,19.8,862,3255,7.97,1.39,5015,1300,84.3,59.0,89.8
2011-07-10,Asia-Pacific,5675,482394,0.33,49328,53787,33823,220815,4.7,54652,1216,2696,42,460,2.5,445,6243,3.72,0.62,2983,2605,79.8,90.4,79.8
2011-07-11,Asia-Pacific,6723,682742,0.377,64860,37639,23070,193419,3.51,23537,771,4904,38,965,21.2,759,3526,3.42,0.73,2102,2330,88.4,93.2,89.9
2011-07-12,North America,7908,524825,0.333,139887,83923,46735,311735,3.33,33439,2759,8946,360,1198,7.1,586,6765,7.01,2.22,2269,1594,92.9,88.0,82.8
2011-07-13,Asia-Pacific,1972,422189,0.279,136765,51768,37934,299489,4.8,24073,3328,6928,66,388,23.5,533,5259,2.46,1.42,5761,1828,77.1,67.4,67.7
2011-07-14,Asia-Pacific,3343,674552,0.386,87545,90408,20501,353185,3.73,45197,2591,10972,337,639,13.0,910,7477,2.28,2.56,2252,709,87.2,89.4,86.7
2011-07-15,Europe,2262,466315,0.371,182121,79062,30679,244412,4.79,56051,3594,9313,355,1370,39.7,656,7398,5.19,1.68,3897,402,76.4,57.3,86.7
2011-07-16,Europe,3380,619413,0.297,170225,51077,26552,158587,4.28,30358,2265,12490,379,1441,15.7,837,7853,2.24,0.99,4928,2777,70.2,82.4,93.7
2011-07-17,Latin America,1354,363166,0.354,67722,42875,42243,319772,4.87,48417,2655,10629,189,1999,33.2,1016,3340,5.48,2.1,3114,1747,91.5,60.0,77.9
2011-07-18,North America,3829,561945,0.433,156440,40292,27705,264002,4.48,44791,3167,5621,380,470,11.3,618,4788,6.55,1.52,1036,1954,81.6,55.5,80.9
2011-07-19,Asia-Pacific,7250,230595,0.386,53411,59257,45250,277755,3.38,49425,2906,12029,135,716,9.2,611,5524,3.6,2.69,2035,1209,62.1,62.0,71.7
2011-07-20,Asia-Pacific,7994,399588,0.272,137787,35237,48796,252672,4.65,45908,3858,13823,133,816,10.4,938,4010,8.29,1.24,2323,3015,92.7,93.5,62.2
2011-07-21,Latin America,4652,440815,0.376,129140,63627,14597,179488,3.45,24456,840,14806,381,1071,14.7,416,5981,3.4,0.91,3340,2712,74.6,85.2,53.7
2011-07-22,Asia-Pacific,3609,685058,0.412,69834,76011,9415,116032,4.38,33296,2772,14757,262,869,34.3,1030,4561,3.66,1.43,1040,1152,83.4,75.7,83.9
2011-07-23,North America,1632,252796,0.432,148132,76914,32692,343656,4.05,53954,1779,10531,368,735,31.0,806,6603,8.39,2.58,5903,1252,93.6,92.5,71.1
2011-07-24,Latin America,7524,295447,0.395,53895,49168,41989,374530,4.4,32943,654,4433,267,499,18.5,364,3291,6.81,2.51,4235,582,78.7,71.6,88.0
2011-07-25,North America,3112,626123,0.285,160414,85176,20548,369949,4.5,34614,713,9765,99,1782,9.1,402,5879,5.7,2.7,525,2254,80.9,56.6,69.4
2011-07-26,Latin America,6188,528715,0.413,129041,87895,35131,108343,4.57,44192,2947,7294,27,733,3.9,941,3554,4.31,2.58,2798,1791,66.6,78.8,92.4
2011-07-27,Latin America,5064,274580,0.406,138378,19275,41454,234479,4.62,20821,1434,4903,228,1734,25.5,799,5727,7.38,1.12,1388,601,87.2,88.1,66.7
2011-07-28,Europe,3176,408134,0.256,56403,56052,28444,211071,4.64,24466,2056,5353,187,1973,28.9,1086,3917,6.12,1.86,2778,1417,78.3,66.4,69.6
2011-07-29,North America,4967,478004,0.345,64145,53663,24610,165058,3.9,17669,2459,13826,218,678,25.0,561,3204,4.39,2.43,4519,2443,77.0,67.7,79.6
2011-07-30,Asia-Pacific,7943,319313,0.327,176181,60179,26520,323644,4.71,49493,584,13118,310,1129,21.0,1156,3078,7.78,2.55,5477,1063,66.2,81.9,64.3
2011-07-31,Asia-Pacific,6169,613663,0.404,66092,80988,14698,207240,4.42,31163,3576,4581,24,1189,39.0,452,3527,7.56,1.32,1549,1482,75.4,87.2,78.2
2011-08-01,North America,7487,541686,0.3,45578,77755,35975,129760,4.63,19452,3170,12625,244,1471,2.9,1189,6842,8.59,1.64,4767,2750,93.2,72.4,50.6
2011-08-02,Asia-Pacific,5288,382249,0.386,173797,61896,15254,118344,4.88,21209,966,9771,144,1115,39.6,1090,5884,8.96,1.01,2480,2401,73.6,58.6,61.0
2011-08-03,Asia-Pacific,4967,432179,0.46,135017,31629,41552,274744,3.4,32113,2064,12748,218,1542,12.5,753,3922,2.08,2.15,3211,2198,67.8,84.9,60.5
2011-08-04,North America,5160,330162,0.433,45819,36455,22084,390825,3.83,44792,3109,12480,220,476,16.6,979,4959,4.24,2.08,5526,2955,80.9,72.1,55.0
2011-08-05,Latin America,1406,282906,0.462,46007,35959,8635,306781,4.57,35469,663,9995,164,1789,30.6,475,3613,3.35,1.85,1005,2104,77.8,91.4,91.6
2011-08-06,North America,6393,630013,0.475,119548,70129,28563,400126,3.35,56979,1522,5090,49,1093,10.6,446,5867,3.5,1.96,3616,2701,76.8,65.1,94.3
2011-08-07,Latin America,2102,702838,0.252,177172,50574,15050,303806,4.12,17468,4004,14433,282,1189,29.0,685,3247,8.05,2.72,3932,901,65.7,73.5,51.8
2011-08-08,Asia-Pacific,4782,222565,0.393,96615,24395,41702,186343,4.66,46609,3522,11934,169,1486,14.6,576,4843,8.82,2.5,3005,2858,91.8,83.3,70.0
2011-08-09,Asia-Pacific,1698,700856,0.345,60865,89084,21429,326676,3.23,58374,1099,4386,153,1607,37.7,644,6393,8.58,0.55,3422,844,81.3,64.8,57.5
2011-08-10,Asia-Pacific,7080,318546,0.448,123111,77895,10021,222535,4.8,25641,2811,5961,200,1805,8.5,335,6666,6.88,2.0,4931,1033,81.7,64.1,87.3
2011-08-11,Europe,4700,591766,0.308,63600,21140,13320,285690,4.86,25030,2161,11884,231,1186,37.4,1060,7274,5.88,0.65,3071,846,64.2,84.1,56.6
2011-08-12,Latin America,5704,690105,0.476,82288,74695,49064,145004,3.75,26998,1983,6005,343,709,32.1,773,4215,6.47,0.62,2227,371,75.9,62.2,58.3
2011-08-13,Europe,6067,311393,0.391,138221,81696,12573,139049,4.5,34772,1859,14264,251,997,8.5,463,5999,7.99,1.46,1036,1949,80.4,59.8,83.1
2011-08-14,Europe,2809,495534,0.433,163577,66649,13778,112341,3.42,41817,1455,7463,370,305,16.7,747,4186,2.05,1.56,3044,772,92.3,65.4,54.0
2011-08-15,North America,7012,486130,0.27,144981,39822,20148,145549,4.51,47422,4057,9499,347,1373,6.0,324,6978,5.0,0.49,1224,2513,80.3,87.8,92.7
2011-08-16,Europe,5809,525632,0.292,82676,21303,44601,105988,4.02,20241,2585,12294,95,1116,24.8,1112,7512,5.55,1.63,3731,1960,93.5,89.6,83.0
2011-08-17,North America,7024,239771,0.424,101681,67957,24575,255271,4.66,49218,3396,9749,189,741,38.5,1061,6649,8.46,0.69,1019,3137,84.2,59.2,94.0
2011-08-18,North America,6954,280184,0.255,48128,54901,32475,346149,3.56,51540,3377,10413,89,345,5.0,476,4015,3.2,1.74,1476,2044,65.5,59.4,70.1
2011-08-19,Europe,2500,431824,0.438,123581,73683,34664,398842,4.34,44221,777,13926,314,516,11.8,539,3032,7.21,2.53,3952,1160,62.3,88.5,60.4
2011-08-20,Latin America,4041,320084,0.253,92516,40916,28024,385898,4.54,54245,2048,7307,58,1532,30.7,911,7172,8.47,0.44,3062,1383,79.2,92.8,92.1
2011-08-21,Latin America,6193,692686,0.401,123046,37561,32892,316303,3.54,31585,1231,4093,163,645,19.4,540,6738,7.35,1.32,1532,2993,93.1,74.2,72.8
2011-08-22,Latin America,2310,487451,0.334,100127,89807,29963,336296,4.59,25858,3580,5799,188,1728,14.9,661,3873,2.07,0.85,5086,1665,71.2,89.0,92.8
2011-08-23,Latin America,6808,627541,0.391,135359,79351,11840,371350,4.83,44903,480,6374,308,907,24.8,822,5268,6.62,1.81,4496,1972,90.9,90.6,92.9
2011-08-24,Latin America,6611,439962,0.41,106635,58731,31617,230729,4.25,15953,3872,13861,335,324,13.2,513,4895,3.47,2.7,2843,1127,65.1,69.4,86.0
2011-08-25,Europe,3775,303139,0.329,114351,74915,25925,350601,4.53,20651,3600,5225,252,1675,14.5,566,3299,6.24,0.75,2303,2121,85.9,75.2,60.2
2011-08-26,Europe,2212,294987,0.275,135370,42577,42434,279555,4.11,53206,776,10817,336,1448,32.6,1071,5604,6.0,2.09,5484,1481,74.6,77.8,60.5
2011-08-27,Asia-Pacific,6862,292507,0.266,152221,28130,25673,143902,4.22,40718,2752,6722,18,1825,16.9,692,7776,8.7,0.46,693,752,60.5,86.0,79.1
2011-08-28,Latin America,2569,220574,0.385,79234,41492,42398,397293,3.22,21949,1367,13415,201,1386,28.6,665,3435,3.33,1.73,3463,1961,70.1,73.4,71.5
2011-08-29,Europe,4566,549397,0.37,142710,44800,10363,387209,4.09,48124,2699,6208,99,638,7.7,633,5097,2.35,2.09,2037,2788,74.0,75.3,68.7
2011-08-30,Asia-Pacific,2711,455781,0.421,84803,86146,25133,305267,4.18,46789,649,6934,11,621,17.2,378,5551,6.28,2.08,4343,575,75.3,58.0,59.2
2011-08-31,Latin America,6970,468681,0.367,126326,35100,28539,130099,4.34,48105,1771,8642,12,462,23.0,870,3879,4.41,2.27,3496,2250,66.0,57.2,60.0
2011-09-01,North America,7287,685134,0.347,96535,74180,11298,156313,3.49,20074,3801,10284,204,635,12.2,1172,3947,7.25,1.37,2984,677,81.6,84.6,66.4
2011-09-02,Asia-Pacific,1421,542960,0.342,65719,68331,38933,171571,3.61,17080,2723,4951,274,763,18.0,484,6929,8.95,2.33,3405,2231,89.6,74.3,78.4
2011-09-03,Europe,6551,370355,0.256,51241,31419,15052,150745,4.49,51560,1581,4031,277,1612,30.9,819,3780,4.81,1.52,2259,1227,84.1,58.6,51.9
2011-09-04,North America,6164,565615,0.327,169818,39740,15505,280713,3.48,54883,4073,13403,252,1566,8.1,460,7022,3.06,1.1,3755,1932,88.0,64.6,67.6
2011-09-05,North America,2088,506256,0.474,146587,38713,13671,284263,3.91,55384,1971,7594,174,1629,21.0,1029,4185,5.88,1.1,1935,1968,72.2,82.1,83.6
2011-09-06,North America,6772,604042,0.451,155800,81897,28965,366880,3.63,41948,2508,7219,222,1475,11.9,701,7918,4.42,0.69,3139,678,89.5,75.2,68.9
2011-09-07,Asia-Pacific,5271,459867,0.326,79882,62151,39727,376735,4.13,47647,2394,14801,369,1418,17.6,553,5397,7.56,2.22,2778,2644,60.2,86.8,76.9
2011-09-08,Europe,6332,699943,0.385,122618,22059,37601,155755,4.88,56599,1340,6600,204,706,16.3,431,7008,5.74,0.64,2061,2339,89.0,70.7,54.5
2011-09-09,North America,3457,264772,0.445,114006,84079,36489,197454,4.65,33189,2318,7525,65,636,26.9,477,7097,8.36,1.98,1508,2536,61.0,59.6,92.2
2011-09-10,Latin America,3989,349000,0.351,84794,23582,31609,270536,3.66,22436,1223,12638,114,396,31.2,439,5763,7.87,2.06,5080,1547,82.6,65.7,56.3
2011-09-11,North America,1598,272621,0.254,65336,27893,31973,176027,3.83,31653,1112,14281,222,1104,21.0,894,3853,8.4,1.0,5504,2492,67.2,59.4,79.2
2011-09-12,North America,6422,385198,0.267,161073,35455,25941,380100,4.76,26329,1672,4588,328,655,8.3,968,3869,4.09,1.57,3136,1739,77.3,74.2,57.5
2011-09-13,Asia-Pacific,3282,372055,0.367,163665,19819,26727,110979,4.73,58964,1520,5437,163,1386,35.0,918,7876,8.32,2.08,1064,2097,74.1,74.0,94.3
2011-09-14,Asia-Pacific,5948,686075,0.473,83357,31858,39820,247415,3.47,20164,1130,10262,225,739,9.1,1198,5479,8.07,0.2,4712,3091,93.5,58.0,78.5
2011-09-15,Europe,5629,415108,0.409,160797,31340,17503,163202,4.61,33964,3752,5994,55,618,24.0,328,3856,6.39,0.97,1571,1455,71.3,62.7,73.4
2011-09-16,Latin America,4443,636225,0.266,91767,48001,45751,389014,3.71,18824,1635,12562,190,1086,22.0,982,7007,8.37,1.26,1504,1429,83.3,93.8,88.0
2011-09-17,Asia-Pacific,6785,687473,0.294,161324,22285,27877,399234,4.12,18759,1781,6184,69,1216,12.9,1194,4638,2.38,2.81,3352,484,78.1,94.3,57.7
2011-09-18,North America,5101,626580,0.427,63390,32388,13675,146621,3.21,38000,912,10378,253,1874,38.2,813,5542,7.5,1.5,3562,3023,73.3,68.7,69.1
2011-09-19,Europe,6255,313016,0.444,163002,40303,16483,201728,4.9,18066,2549,10909,235,1939,27.7,1058,5580,3.02,1.62,3394,1882,82.8,60.8,94.0
2011-09-20,North America,3214,244265,0.392,171041,46718,32507,207959,4.49,53004,2998,6071,41,382,19.9,1138,7369,4.39,2.06,2402,2297,64.9,62.5,72.8
2011-09-21,North America,3226,263073,0.398,115421,35523,15712,159363,3.61,47093,2119,13208,356,1733,18.9,851,3600,7.11,1.46,1013,2057,85.6,58.3,78.3
2011-09-22,Asia-Pacific,4382,503056,0.257,54339,85155,16034,242888,4.36,43145,2881,9703,184,404,5.5,426,4231,3.47,1.41,1944,2091,80.5,58.4,53.1
2011-09-23,Europe,3880,312552,0.441,103864,66350,49556,193559,3.7,16663,1382,10571,326,478,31.7,499,4132,3.62,2.93,1164,1928,87.0,62.7,53.2
2011-09-24,Latin America,3090,386716,0.431,93140,32055,38757,200151,3.35,23092,2880,9193,103,1895,5.2,962,5809,3.48,2.47,5415,1978,86.4,73.8,52.8
2011-09-25,Latin America,2409,536041,0.31,77929,47995,16325,324397,3.92,23218,3233,5379,397,1067,9.6,1207,3574,5.19,2.16,2283,2795,76.7,83.5,72.1
2011-09-26,Asia-Pacific,2986,330043,0.413,62666,32597,36133,185119,4.24,40974,3130,7799,139,637,8.3,312,6771,2.57,1.55,1405,1871,74.6,61.3,82.3
2011-09-27,Asia-Pacific,1376,554063,0.299,169128,50491,15308,375572,3.35,60874,2062,11223,160,505,4.6,642,3685,8.21,1.17,4939,885,90.0,71.7,64.6
2011-09-28,Europe,5192,625444,0.259,127840,69029,18433,107741,4.08,38426,3928,14326,320,509,33.5,649,5261,7.11,1.86,2807,2512,91.9,58.4,75.9
2011-09-29,Latin America,2967,527967,0.296,178765,18672,33696,153316,4.08,32026,2881,8318,306,1040,36.4,469,3683,5.59,1.45,989,2181,74.7,79.9,76.0
2011-09-30,Latin America,1992,433622,0.291,154579,55656,32862,290157,4.27,18863,1094,9289,261,1159,25.8,1204,7747,2.59,1.51,5071,788,92.5,72.2,57.1
2011-10-01,Latin America,7141,507835,0.328,63391,75146,49301,374124,3.62,46610,1315,6044,148,933,35.4,1137,5794,2.87,0.82,5473,624,92.2,87.0,83.8
2011-10-02,North America,7636,504150,0.346,142693,50641,48481,259500,3.24,19735,1874,3544,280,1959,27.7,724,5521,2.69,2.42,1180,1479,64.5,90.3,74.6
2011-10-03,Latin America,6367,292397,0.367,130704,89575,22064,253612,3.75,41266,3006,12807,366,652,28.0,883,5843,2.1,2.42,2743,1777,76.2,64.7,55.4
2011-10-04,North America,7689,690623,0.36,153982,57532,39910,365850,3.88,16954,2487,13954,332,1713,35.8,575,7963,6.67,1.04,4743,461,88.2,71.0,92.6
2011-10-05,Europe,2160,696506,0.312,86062,81968,30992,401712,4.28,23908,1949,9038,121,946,5.5,377,7005,5.57,1.01,4780,855,65.2,74.9,61.1
2011-10-06,North America,4442,256338,0.257,175389,76213,45829,228253,4.78,22687,2377,6406,167,1768,4.1,405,5998,4.67,0.98,1244,1989,68.4,94.9,68.6
2011-10-07,Europe,1762,215541,0.389,125014,40155,36014,349342,3.55,60071,1745,4591,66,1968,4.0,1029,7493,4.43,0.66,2389,1773,79.4,91.6,92.5
2011-10-08,Latin America,7855,352776,0.341,127711,79796,32191,235008,4.37,45119,3489,5690,199,902,17.9,890,4785,5.23,2.6,3593,1196,64.3,93.8,65.0
2011-10-09,Latin America,6141,542318,0.319,183010,21117,14369,265797,3.37,35416,4108,9574,42,1425,38.0,551,5110,5.32,0.94,1194,1751,71.8,73.6,58.3
2011-10-10,Europe,2686,679529,0.449,54112,34072,14820,325366,3.52,46377,488,3617,330,460,35.1,327,7013,2.97,2.16,1406,1908,78.0,95.0,94.2
2011-10-11,Asia-Pacific,6410,243678,0.422,149248,59483,23722,133723,4.07,37709,3415,10256,10,1207,31.7,1059,7171,5.72,0.48,5278,1769,87.7,56.3,94.8
2011-10-12,Europe,1582,404627,0.447,127319,80353,20476,166964,4.4,34064,1245,9840,140,1680,17.3,1137,4482,2.34,2.26,4612,2789,65.5,93.7,81.0
2011-10-13,Asia-Pacific,4832,673543,0.364,161036,34901,33005,139021,4.66,46378,3121,8925,18,1960,33.3,725,7483,8.57,0.61,1027,732,85.3,62.7,90.2
2011-10-14,North America,4551,341546,0.28,79646,90068,12856,252570,4.46,60783,3640,3237,41,442,10.3,531,3344,7.0,0.64,3874,1929,93.2,94.2,94.9
2011-10-15,North America,1463,353436,0.41,89032,37771,39006,300426,3.23,48149,3501,6126,86,1872,24.2,1025,5897,2.07,2.53,1344,1601,67.2,73.2,56.6
2011-10-16,North America,7600,246731,0.297,111864,27367,23014,332190,4.36,34351,1228,5217,310,1301,30.3,1011,4431,4.02,1.01,1873,396,68.0,78.2,87.9
2011-10-17,Latin America,2779,666809,0.351,77571,64259,43500,127083,4.6,51200,3696,4208,104,1736,5.5,1174,7420,8.88,0.68,4593,1049,87.5,91.3,52.1
2011-10-18,North America,3328,678685,0.265,114429,77342,49090,374282,4.09,17610,2389,4488,194,1582,35.2,350,6116,2.34,1.7,4974,1207,64.7,94.4,79.0
2011-10-19,Asia-Pacific,5445,530287,0.44,56915,86777,22809,123320,4.84,48617,918,9411,286,965,29.6,441,6404,3.03,0.41,4169,692,76.5,61.9,78.1
2011-10-20,North America,3334,462239,0.279,81566,61211,22849,239948,3.21,42791,3654,8101,32,1939,22.3,1000,4729,5.34,2.19,5770,2511,74.5,79.4,71.9
2011-10-21,Europe,2907,526965,0.458,45503,38366,27774,126683,4.59,45587,2898,14656,126,1444,4.4,439,6508,4.47,2.56,2989,1083,77.9,82.7,75.9
2011-10-22,Europe,7943,226330,0.449,106507,52475,27192,175798,3.77,52488,1780,13799,369,1112,28.4,830,4903,8.9,0.9,4601,2511,78.2,83.3,62.5
2011-10-23,Latin America,6399,277504,0.357,81137,25759,37155,343849,4.31,53854,1806,12988,39,945,19.0,1140,6520,5.78,2.15,5901,572,79.5,63.4,50.3
2011-10-24,Europe,3336,376882,0.421,127457,70710,41180,302839,4.38,22032,2377,4698,380,398,30.0,502,4495,8.59,0.35,1274,2640,88.6,57.8,58.5
2011-10-25,Asia-Pacific,4894,600681,0.392,120534,69839,50552,111999,3.72,40937,3790,4922,334,515,3.4,735,6105,4.64,1.54,2504,387,75.0,70.0,92.0
2011-10-26,North America,5891,650448,0.435,107381,19502,40670,159516,4.89,25482,3509,6431,83,1037,23.8,1095,3876,3.9,2.87,2150,847,67.5,87.5,62.2
2011-10-27,Latin America,4835,475157,0.349,163367,70398,25703,349631,3.38,33702,3955,4005,329,737,19.0,766,3384,4.02,1.71,3734,1152,87.5,93.8,82.1
2011-10-28,North America,4988,402647,0.431,101067,69812,34390,184107,3.47,26952,3343,4418,304,771,18.3,1122,6422,6.46,1.35,2734,1679,94.3,72.8,70.5
2011-10-29,North America,4413,508376,0.356,151344,43449,31960,277244,4.72,42822,3108,11994,320,702,21.7,536,5646,6.23,0.22,3773,987,64.4,91.6,94.2
2011-10-30,Asia-Pacific,3056,432415,0.466,145084,84109,39548,253810,3.4,23492,1370,8844,239,312,6.7,1041,6553,5.88,0.92,3136,1642,69.1,83.9,94.0
2011-10-31,Europe,5083,223107,0.362,178097,78405,30793,374581,3.85,60950,1655,10167,272,612,37.5,825,3078,3.32,1.4,3631,2978,94.2,59.7,73.8
2011-11-01,Europe,3248,496287,0.356,161753,71098,12633,308720,4.45,37952,2218,14368,48,534,28.8,486,7546,3.84,1.26,5832,1000,67.8,68.8,65.5
2011-11-02,North America,5737,441185,0.431,168195,58261,36765,316796,4.55,34780,1916,5673,113,1406,5.2,627,3786,4.02,1.43,4044,2798,74.8,84.8,68.2
2011-11-03,Latin America,1918,237119,0.439,53130,21148,33124,239349,4.82,26837,1951,10614,361,542,5.0,488,6370,8.06,0.27,4637,1144,62.9,72.9,66.1
2011-11-04,Europe,1631,383961,0.378,112165,41641,24521,179017,4.54,32162,2686,5559,203,640,10.0,404,6622,7.72,1.69,4319,1667,70.7,81.2,52.6
2011-11-05,Latin America,3404,589556,0.291,118584,58947,23085,398362,4.64,45139,1661,3327,152,1547,11.1,582,3230,3.44,0.9,4858,1367,69.1,85.4,52.2
